Comments,HateSpeech
তুমি নেই বলে আইসক্রিম খাওয়াতে পারলাম না। আই লাভ ইউ,0
এইটা আমাদের লোকাল বাস এর অবস্থা ,0
ওএমজি উফ আমি যদি একটা কিস দিতে পারতাম,0
এই জন্যই কোলবালিশ দিয়া রাতে গুমান লাগে ,0
ছেলেদের খাবার গুলা এই ভাবে চেটে দিচ্ছে ছি ছি ছি কী যুগ আসলো রে বাবা,1
দুইজনের ঠোটের মাঝে নুনু ঢুকাইতে মন চায়,1
বর চাইলে সব কিছু খুলে কথা বলব,0
এটা তো একাই খাওয়া সম্ভব না.,0
জিনিস টা কে বারা! কড়া জিনিস তো!,0
সাগর দেখতে গিয়ে পাহাড় দেখলাম,0
ইস্ এমন একটা মেয়ে যদি আমার প্রেমিকা হতো তাহলো কতো কিছু খেতে পারতাম,0
মহা বিখ্যাত ছিদ্র নায়িকা ঝুনা খান দৈনিক ৫০ বার গুতা খেয়েও সোজা হয়ে দাড়িয়ে যায় ,1
ওপরের খাসির মাংস আর নিচে বয়লার,0
উফ সেই লেবেলের দুধ,1
পরের জন্মে প্রজাপতি হয়েই জন্মাইয়ো পুটকির মদ্ধে সুতা বেধে উড়াবো,1
চেটেপুটে খা,0
আউট হয়ে গেছে ,0
মাল আউট হয়ে গেছে এজন্য থেমে গেছি,1
আমি এভাবে তোমাকে মশার মতো কামড়াতে চাই ,1
উফ এই রকম চিকন মাজা ওয়ালা মেয়ে আমার দরকার।,1
হুম দুধ গুলো অনেক রসালো হবে ,1
"দুটার ভেতরে লাল, দুইটা শান্তির খাবার ",0
সাদাগুলা মিষ্টি হবে গ্যারানটি,0
অবশ্যই বুকের গুলো রসালো,1
দুধ গুলো কী বড়ো বড়ো হবে,1
অতিরিক্ত প্রেম আর অতিরিক্ত গরম দুইটাই বেশি হলেই জামা-কাপড় খুলতে হয়! ধন্যবাদ।,1
ছাপা দেখে কলা খাঁরা হয়ে গেছে,0
সব বেনজির নিয়ে গেছে ,0
পরি মনিও উধাও।,0
এটা জেনে পাব্লিকের কি লাভ হলো? খনিকের পোলারা আর নিউজ পায় না,1
কি যুগ আইলো আপন মানুষ গুলো জানোয়ারদের মতো কাজ করে,1
একটা লুচ্চা মেয়ে চাই,1
ছেলেরা ভাতে চুল পড়লে খায় না কিন্তু চুলের ভিতর থাকা নোনতা জিনিসটা ঠিকই চাটতে পারে,1
রাত হলেই ধোন টা রড হয়ে যায় তাই লাগানোর চাহিদা বেড়ে যায় কি যে করি আর ভালো লাগেনা ইনবক্সে নক দিও,1
বাল ওয়ালী চাই একটা,1
আঃ আস্তে ,0
সেই শাত লাড়তে হুম গো ,0
তোদের কেলে কুকুরে পোদ মারে না?,1
শুধু লারতে না চাটতেও মালডা কিন্তু সেই ,1
আমারো সব চেয়ে প্রায় চো মস কাফল ,1
"এই ছেরির ওপর যেমন ভিতর তেমন না, ভিডিও দেখলে হোল খাড়ায় না জঘন্য ",1
